WBAN,City,State,Latitude,Longitude,Temperature Average,Temperature Real Coeff,Temperature Imag Coeff,Temp Deriv Std,Precipitation Average,Wind Speed Coeff Real,Wind Speed Coeff Imag,Wind Speed k,Wind Speed Theta
04857,ASHTABULA,OH,41.77806,-80.69583,49.4361111111,8.22657679959,20.6373510198,8.99787304719,0.182680555556,-1.12033109508,-1.86010000707,3.59020760731,1.92692354099
04854,GAYLORD,MI,45.01333,-84.70139,43.226519337,10.1130665746,23.189372777,8.96911236042,0.126602209945,-0.457931201549,-1.02250162551,3.60099415345,1.98218741817
04855,MARION,OH,40.61611,-83.06361,50.9085872576,7.27917371309,22.3235205364,8.64839906929,0.155346260388,-1.63320803883,-1.8178996636,3.95580115174,2.176099754
04852,NEW PHILADELPHIA,OH,40.47194,-81.42361,52.0600739372,7.26902373211,20.8841148598,8.79882790621,0.154297597043,-1.34361444828,-0.990289357624,2.65197801314,1.7546976522
04850,LIMA,OH,40.7075,-84.02722,52.365225391,7.40469784878,22.4816941401,8.58474529325,0.158155473781,-1.76583539457,-1.93117809974,4.12094849851,2.16045599165
04851,DEFIANCE,OH,41.3375,-84.42889,51.5200746965,8.3997350752,22.7770521152,8.39873400658,0.127450980392,-1.3489916484,-1.13933079464,3.21013880898,2.00057668334
14950,OTTUMWA,IA,41.1077,-92.4466,51.1919191919,7.86559574598,24.4648340162,9.05844175731,0.14652892562,-1.75137976041,-1.73411556656,3.94302873104,2.49920918648
93782,MAXTON,NC,34.79167,-79.36611,62.1047794118,5.05403768753,17.4792393612,7.45442104155,0.165261948529,-1.06672869927,-0.229477876757,3.00173192279,2.06519867649
93783,BURLINGTON,NC,36.04667,-79.47694,59.7289546716,6.22083032522,18.0858013602,7.46129092507,0.166859389454,-0.962806470621,-0.588486039521,2.64013585617,1.86255237315
93780,MOUNT HOLLY,NJ,39.94917,-74.84167,54.9402427638,6.7654721334,20.3508844595,7.9714511599,0.170658263305,-1.35869082125,-1.18338155133,2.94919294336,1.67590833348
93786,OCEAN CITY,MD,38.30833,-75.12389,56.1324074074,8.74404769173,17.6510218501,8.11466660777,0.155472222222,-0.879708859811,-0.453209665803,3.20821732461,2.24706537764
93784,BALTIMORE,MD,39.2814,-76.6089,61.0231267345,8.11172836015,19.9857792657,7.32747819706,0.185106382979,0.000950255752616,0.00845742148895,0.139844057235,0.0304290309725
93785,CHAPEL HILL,NC,35.93333,-79.06417,60.2507122507,8.17188897952,16.3674941979,7.54410405209,0.187663817664,-0.745597719903,-0.0458029970431,2.18148879694,1.66922952489
12932,ALICE,TX,27.74111,-98.02472,73.9601851852,4.03326272567,13.9894644566,7.35701269687,0.104430555556,-1.22328051999,0.850615194321,3.45897373589,2.72021917051
03049,ALPINE,TX,30.38333,-103.68333,63.1389153187,1.86387916735,17.5797542784,8.92352786121,0.0450856327307,-1.41108823955,-0.612906466141,3.14419826369,2.62664924463
54734,DANBURY,CT,41.37139,-73.48278,50.817679558,7.59837690131,20.6044990822,7.95282180438,0.171657458564,-1.09683594219,-0.455020451449,2.65277330299,2.01929124861
93107,MIRAMAR,CA,32.86667,-117.13333,64.0355140187,5.07560123415,7.13009092769,3.98433685409,0.0295093457944,-0.393015652511,-0.109804484772,1.53048813442,3.43259858324
54733,BEVERLY,MA,42.58417,-70.9175,50.5794824399,8.54305727438,19.551562288,8.62814422669,0.170462107209,-1.30889488423,-0.928514059147,3.28618160221,2.22088882358
12935,PALACIOS,TX,28.72472,-96.25361,71.7366482505,5.03589953441,14.6022207933,6.66242098042,0.122044198895,-1.66788424177,0.0594721618498,3.83191901479,2.70693195098
64775,ROME,NY,43.23389,-75.41167,47.6005509642,9.33537170718,22.4925194271,8.7635131669,0.170812672176,-1.20933422015,-0.922043203808,3.29516904466,2.04570840319
04787,DU BOIS,PA,41.17833,-78.89889,48.7486136784,7.13951498264,21.4759792905,8.52023393965,0.162726432532,-1.49611605105,-1.81832720223,3.47320136881,2.18884819185
64776,PLATTSBURG,NY,44.65,-73.46667,46.0675925926,8.47995848704,23.3880027837,8.64074556796,0.118638888889,-1.24019304897,-0.129271690277,2.97784056503,1.95232201884
24221,EUGENE,OR,44.1278,-123.2206,53.4485294118,5.35163681019,13.6821902814,5.18862686306,0.150537683824,-0.349404522191,0.279756919068,2.94525493735,2.1125393367
04780,FITCHBURG,MA,42.55194,-71.75583,51.0175438596,6.81082552612,22.5019780947,8.14457146902,0.152382271468,-1.22325616939,-0.444486151287,3.2032566861,1.80993662561
04781,ISLIP,NY,40.79389,-73.10167,54.1146788991,8.38932555414,19.7724942001,7.22462787511,0.185834862385,-1.01126936586,-0.498042988182,7.75780883884,1.15269472436
13886,GREENVILLE,SC,34.84611,-82.34611,62.6633119854,4.58470651171,17.3296892455,6.54629852011,0.204579139982,-0.678020741589,-0.209897222956,2.71081696428,2.24457406766
24018,CHEYENNE,WY,41.15,-104.8167,47.5388994307,10.662840672,19.2526033741,9.71160020251,0.0937428842505,-1.70215350671,-1.50596102288,4.35350228984,2.67193107757
13880,CHARLESTON,SC,32.8986,-80.0402,67.3055809698,4.66876982735,15.4801194441,6.99864060265,0.20527904849,-0.923429071114,-0.254100335955,2.8863697352,2.53039642263
21510,KAILUA/KONA,HI,19.73556,-156.04889,78.2877094972,1.91601663585,2.26100897113,2.43089373246,0.0284357541899,-0.201487807174,0.340375319729,1.65079836283,4.47495231047
24153,MISSOULA,MT,46.9208,-114.0925,46.6957720588,6.11457986583,21.4340062298,6.29433917224,0.0728492647059,-0.702647593633,1.04091684811,3.05684050755,1.55488422654
24046,CRAIG,CO,40.49278,-107.52417,43.4459833795,7.37786689731,24.4691637188,7.27410847481,0.0491135734072,-0.987112323046,1.25671851668,3.1810836328,1.67289114732
24152,MEACHAM,OR,45.51139,-118.42472,43.853432282,4.94624533593,16.0319801446,6.5949332294,0.188307050093,-0.277833914344,0.236525187703,1.00808880267,1.19027930123
27406,DEADHORSE,AK,70.1917,-148.4772,13.6031598513,17.5039704448,30.9883240924,7.78088152851,0.0156970260223,0.157669963193,-0.931061694013,6.01967421836,2.00176945843
93067,DENVER,CO,39.57028,-104.84889,50.7144177449,6.51763393906,21.1538268449,9.45648129978,0.0626478743068,-1.08101413118,0.555848359222,2.94443464464,2.67602815802
24044,ALLIANCE,NE,42.0573,-102.8017,48.4781368821,11.4150744823,21.9129767661,9.39545414168,0.0541967680608,-1.24863320582,0.0765228455774,4.03660886015,2.60700985704
93027,ST JOHNS,AZ,34.51833,-109.37917,54.7092916283,5.13270830109,20.9730301897,5.43963626605,0.0311453541858,-1.83794354767,1.24455331715,3.74362601796,1.91434862922
93026,DOUGLAS BISBEE,AZ,31.4583,-109.6061,63.931797235,4.42165922805,17.1278328003,4.58760017988,0.055935483871,-1.28788677736,0.716400909137,3.29087885422,2.29843494787
94989,AMES,IA,41.99056,-93.61889,49.2930875576,7.79095412491,25.7799994931,8.87844283307,0.150552995392,-1.87988030508,-1.53713371573,4.27198181438,2.14342720206
94988,MARSHALLTOWN,IA,42.11056,-92.91611,48.7158671587,8.78889320351,25.7614011412,9.43460713858,0.125479704797,-2.20920479172,-1.6135361181,4.47843046262,2.31297262988
03131,SAN DIEGO,CA,32.81583,-117.13944,64.6402943882,4.53105193497,7.55424009213,3.73904921159,0.0295170193192,-0.428324442712,0.87769506797,1.72933421439,2.67487853484
24141,EPHRATA,WA,47.3078,-119.5154,52.2090656799,6.51921974537,22.7751331054,5.89022346407,0.0268362627197,-0.785107387032,1.41028429123,3.3190028117,2.24527721997
94982,DAVENPORT,IA,41.61389,-90.59139,49.9227230911,7.37947233398,25.2302679349,9.00181545023,0.147902483901,-2.06781117696,-1.79186373966,4.39817431522,2.29632372227
94985,MARSHFIELD,WI,44.63806,-90.1875,44.3577981651,10.0048318915,26.497356134,8.26087614116,0.128105504587,-1.11088483346,-0.848928314769,3.38831356887,2.47437103553
26442,VALDEZ,AK,61.1303,-146.3517,38.445751634,1.67038476831,0.68520945479,4.76712886857,0.494117647059,0.401537877758,-0.097476432385,4.30191066516,1.13018636665
03030,GUYMON,OK,36.68167,-101.50528,58.4633027523,6.62012965232,22.6810188891,9.30192279782,0.0598211009174,-1.05533243628,0.576161894402,4.44545023694,2.53461906786
03032,DRYDEN,TX,30.04806,-102.21306,70.8617810761,4.65139341624,18.0959434806,7.17645836947,0.0461131725417,-0.778784334923,1.07408933473,3.09373608712,2.87827984294
14758,NEW HAVEN,CT,41.26389,-72.88722,53.5797235023,8.47338784436,20.1342527711,7.00789779339,0.136783410138,-0.640540013563,-0.750692049463,2.8377699893,2.23112817293
94971,ESTHERVILLE,IA,43.40111,-94.74722,46.3036697248,8.86669380216,26.6611816163,9.20352759917,0.0856376146789,-2.2596007761,-1.71788288844,4.87760847451,2.39561302355
94973,HAYWARD,WI,46.02611,-91.44417,41.0383536015,12.3812129096,25.5262779089,9.39767827073,0.12527595884,-0.560928755349,0.335152045785,2.48087409136,1.74819188988
14756,NANTUCKET,MA,41.25306,-70.06083,51.8378127896,9.37330430222,15.3713092442,6.44804406171,0.15234939759,-1.14658276071,-1.76454083277,4.58008249463,2.53535627028
14757,POUGHKEEPSIE,NY,41.6266,-73.8842,51.7483870968,7.29217874507,21.6198931134,7.81555644791,0.155695852535,-1.25677149899,-0.785146016748,2.94016553655,1.47394440861
94978,TEKAMAH,NE,41.76361,-96.17778,51.1620626151,6.2891480939,26.5267478235,9.26550169448,0.109475138122,-2.39013251258,-1.19146853521,4.79727157218,2.13298422866
14751,HARRISBURG,PA,40.21722,-76.85139,54.405380334,7.84040709006,20.8524417644,7.3162814706,0.179721706865,-1.32872834607,-0.389735214514,3.0373225131,1.90829385787
14752,HARTFORD,CT,41.73611,-72.65056,52.8955637708,8.04623316485,21.0229539248,7.44399686063,0.158470425139,-1.11776416901,-0.448003455733,2.84051858345,2.07148918028
94871,BENTON HARBOR,MI,42.1256,-86.4284,49.7242339833,8.35087380186,21.1892943969,8.61873295094,0.136169916435,-1.23635859148,-2.08983011075,4.03106165869,1.85403348752
94870,CHAMPAIGN/URBANA,IL,40.03972,-88.27778,52.819266055,6.61416429182,23.54320845,8.62155729829,0.144399082569,-2.53250310411,-2.55563972824,7.92513711764,1.31065946357
13904,AUSTIN/BERGSTROM,TX,30.1831,-97.6799,68.485267035,4.54577459761,17.2821583986,7.89192707145,0.136933701657,-1.53192698876,-0.0811516362146,3.6968543369,2.14995387268
13869,ALBANY,GA,31.53556,-84.19444,67.6312384473,4.88980515148,15.0648125856,6.38747449397,0.150790203327,-0.653480325976,-0.426488015988,2.67346303782,1.92326372908
94298,VANCOUVER,WA,45.62083,-122.65722,54.2826887661,4.88914912196,14.6187832225,5.02900520067,0.146837016575,-0.423975391401,0.448758172306,2.20146939303,1.82821973822
13866,CHARLESTON,WV,38.3794,-81.59,56.5543175487,5.85226754466,19.5703033833,8.09577871482,0.196782729805,-1.4421243798,-1.01696165278,3.01458897381,1.45531834278
13865,MERIDIAN,MS,32.3347,-88.7442,64.1339449541,4.50602762387,16.9649303536,7.19854098895,0.244885321101,-1.00360928851,-0.988667640207,2.83318281649,1.8271666825
12849,FORT LAUDERDALE,FL,26.0719,-80.1536,77.6519742883,3.05782521489,6.09549891851,4.00267029435,0.286019283747,-0.660101389112,-0.724553941326,3.52298730213,2.55506718188
12842,TAMPA,FL,27.96194,-82.5403,74.5105601469,3.97058767875,9.52542883714,4.91877047019,0.223429752066,-0.638952787845,-0.177893593015,2.36474416493,2.62639142693
12843,VERO BEACH,FL,27.651,-80.4199,73.9146788991,3.70611873595,7.55284775576,5.13729045547,0.22819266055,-0.763498029867,-0.504892989885,2.9863489389,2.59084123176
12841,ORLANDO,FL,28.54528,-81.33306,74.1729185727,3.92583406746,9.56013648081,5.15304704715,0.203714547118,-0.673460038654,-0.198833176764,2.64800886035,2.61747879647
93845,VALDOSTA,GA,30.7825,-83.27667,70.4672206833,4.4601100993,13.940785076,6.42544204903,0.193684210526,-0.290065645234,-0.502507333082,2.14725805243,1.73620034686
12844,WEST PALM BEACH,FL,26.6847,-80.0994,76.7018518519,3.97376930012,6.23232761585,4.3636070832,0.286416666667,-0.813655391986,-0.776241782315,3.50247707269,2.58013162236
93846,ANDERSON,SC,34.4977,-82.7097,62.0978956999,4.73512759766,17.3496408688,6.43796941148,0.193888380604,-1.11640485072,-0.463083714041,3.11654217587,1.73891314525
03856,HUNTSVILLE,AL,34.64389,-86.78611,62.3717948718,5.03124860904,18.6439269112,7.13063390943,0.219972527473,-1.224026606,-1.29077543837,3.03524484213,2.0047444033
03855,PENSACOLA,FL,30.35,-87.31667,67.7440532826,5.09627830932,13.9337680797,6.70764077213,0.166027592769,-0.813572807077,-0.559115313646,2.99055821481,2.39765069651
03998,PARSONS,KS,37.32778,-95.50417,58.4441366574,6.6271017984,22.5064996412,9.04457113745,0.118698060942,-1.2015147449,-1.0415764001,3.56369804835,1.7993074269
03999,BURNET,TX,30.7406,-98.2354,68.1649769585,5.13527346679,17.1355428478,7.73538940802,0.0846497695853,-1.2516146101,0.1484195979,2.88698168737,2.48651571883
03996,TALLULAH/VICKSBURG,LA,32.35,-91.02778,64.9574468085,4.61938429582,16.8629610805,7.84975300267,0.245064754857,-1.22970947453,-1.53305138405,3.09728372679,1.82586651429
03997,LAWRENCE,KS,39.00778,-95.21167,55.6620626151,7.30901345004,23.6947122558,9.46439587237,0.11770718232,-1.41127029384,-0.607999879074,3.85537664884,2.18281181343
03994,SEDALIA,MO,38.70417,-93.18333,57.3553719008,7.23340221549,22.4121913939,8.93721756819,0.138140495868,-1.35472912295,-1.41663351946,3.68706879648,2.46654109413
24259,MONTAGUE,CA,41.78139,-122.46806,52.6854243542,5.81248583509,18.896725089,5.58668456011,0.0382749077491,-0.94803151691,1.49605355413,3.88801871716,1.4995685406
24135,BUTTE,MT,45.9647,-112.5006,40.8643911439,6.64379855186,21.3156258372,7.89216140569,0.0467850553506,-0.807563335426,0.919015336609,2.66280182167,2.04539985688
03859,BLUEFIELD,WV,37.2958,-81.2077,55.6789328427,5.55358081307,18.0953236796,8.94718858025,0.18390524379,-1.44830857929,-1.5627686751,3.09292865439,2.14460772182
03991,DENTON,TX,33.20611,-97.19889,64.9601851852,7.40706793266,19.5788464368,8.67711489838,0.109555555556,-1.42561552723,0.119472542824,4.09577042598,2.25297910416
23064,GARDEN CITY,KS,37.92722,-100.72472,55.3855311355,6.88614778259,24.0276258841,8.97175454025,0.0689972527473,-1.33978143129,0.443502351414,4.51723702361,2.71347673774
23065,GOODLAND,KS,39.36722,-101.69333,52.6498161765,6.60463350676,23.1572449546,9.9422604954,0.0765027573529,-1.48834289973,-0.177324696417,4.44912693104,2.70761152461
23066,GRAND JUNCTION,CO,39.1342,-108.54,52.7295308188,5.65850008365,25.9197169273,6.15603446147,0.0457175712971,-0.656100660232,2.18662602513,3.14056792488,2.24363055268
23067,LA JUNTA,CO,38.0494,-103.5122,55.8543778802,6.23351709052,24.4138091378,8.99610786632,0.0321705069124,-1.37121124906,0.62472680635,3.77416274302,2.66246373375
23061,ALAMOSA,CO,37.4389,-105.8613,41.9432029795,5.06147652191,25.1970179117,5.77290662392,0.0387011173184,-1.60890009099,1.50122043747,3.74636462839,1.81559001114
94290,SEATTLE SAND POINT,WA,47.6872,-122.2553,54.7254901961,-6.4416946723,9.84579144356,4.18274088262,0.157724458204,-0.167461447307,-0.45314057959,2.36363277549,0.524720968028
53922,FAYETTEVILLE/SPRINGDALE,AR,36.28333,-94.3,58.3293135436,7.54543377624,20.1505423097,8.10458232757,0.151307977737,-1.42062244628,-0.834949917367,3.67923595497,2.0910861255
24133,BURLEY,ID,42.5416,-113.7661,49.2137614679,5.89593553112,20.5921029882,6.33762071237,0.0374174311927,-1.85198802055,-0.519116041522,4.17216293206,1.84585136917
24283,ARCATA/EUREKA,CA,40.97806,-124.10861,51.6559633028,2.85148031592,5.40883558124,4.22089353202,0.157844036697,-1.01941205362,0.54621542416,2.68926100358,1.92450810102
53921,MOUNT IDA,AR,34.5467,-93.57806,61.4741219963,5.66235373367,19.0179017571,7.58240525395,0.216931608133,-0.778751654321,-0.494191869388,1.77715127247,1.41829094637
53925,DE QUEEN,AR,34.05,-94.40083,62.1725746269,5.08530532711,18.9840205144,7.9793392707,0.145326492537,-0.969530388447,-0.481316732101,2.21432796767,1.90082434442
93084,SAFFORD,AZ,32.85472,-109.63528,67.2369624886,5.16699216134,19.854464373,5.0959269346,0.0317154620311,-0.702861774165,1.3451380068,3.18980030906,2.50621567632
24160,WALLA WALLA,WA,46.09472,-118.28694,54.9826007326,6.07087815661,19.6506737728,6.14950776562,0.0718681318681,-0.992625414208,0.443744811295,4.04386373268,1.89680507368
24130,BAKER CITY,OR,44.8428,-117.8086,45.3865932048,5.70662824931,19.5745287578,6.06892264861,0.0344903581267,-0.983549954533,0.413350312304,3.67229895653,1.73630109859
26438,SEWARD,AK,60.12833,-149.41667,40.0925925926,4.95832241575,15.0490707043,5.20587741717,0.287194444444,0.0952221431177,-2.70166757982,5.61799656991,1.49486530361
03026,BURLINGTON,CO,39.24472,-102.28417,52.0442804428,6.57081487015,23.1325422126,9.82820747149,0.055917896679,-1.46983756705,-0.00205055439261,4.18577026058,2.88393622045
24089,CASPER,WY,42.8977,-106.4739,46.6048014774,7.21567870647,23.0629267908,9.50361870852,0.0810249307479,-0.877369548373,-3.22199967915,5.22136200323,2.24164348799
24162,ONTARIO,OR,44.02056,-117.01278,52.7057745188,5.76843115979,24.1672572688,5.83750787497,0.0300274977085,-1.0977270086,1.11357708874,3.74206081177,1.45829054902
24126,OGDEN,UT,41.19611,-112.01139,52.6562786434,7.67735382711,23.9312004648,6.36733156144,0.0539642529789,-0.459457938788,1.06288817969,2.65487505766,2.49918116852
03027,CLINES CORNERS,NM,35.00278,-105.66278,51.0278810409,5.16856236632,20.1381998781,6.79762747718,0.0513150557621,-2.01221398701,-2.31058833546,5.10758916042,2.74715120224
23244,MOUNTAIN VIEW,CA,37.40583,-122.04806,60.9167429094,2.98271347844,8.17970939543,3.8635112219,0.0326212259835,-0.564588721148,2.16245875428,2.35079513824,2.23089336847
24163,PASCO,WA,46.26667,-119.11667,53.9476584022,4.54390354655,20.4986886956,6.22074574831,0.0271625344353,-1.54371353979,0.281763535426,4.29588769569,1.49306733349
04726,JOHNSTOWN,PA,40.31611,-78.83389,48.2129798903,7.35668146851,20.5948023541,8.58352184346,0.165959780622,-1.54026169226,-2.08218418591,3.90054235929,2.26638430158
93210,OROVILLE,CA,39.49,-121.61833,63.4163568773,4.36451086759,16.0246180377,4.33683270389,0.0713615241636,-0.990692921765,0.978056928559,3.48724879838,1.6904390118
93740,FAYETTEVILLE,NC,34.99139,-78.88028,63.520699172,5.32289161788,17.4773303813,7.74759251642,0.167621895124,-0.981524014336,-0.261600224821,2.92347122627,2.37210291201
93741,NEWPORT NEWS,VA,37.13194,-76.49306,61.5388170055,6.21860012254,18.4893827085,8.38876748729,0.208807763401,-1.09675428741,-0.150183855549,3.23980110721,2.27590361328
53854,ORANGEBURG,SC,33.46167,-80.85806,65.1449541284,4.78868942673,15.9200523039,7.21537169038,0.193142201835,-0.973859072445,-0.508300145614,2.78021533458,1.87590248107
53855,HAMILTON,OH,39.36444,-84.52472,54.0455813953,7.00085906001,21.5350142206,8.49991703107,0.178925581395,-1.33096253209,-1.14523545205,2.91258643261,1.60496684281
03927,DALLAS-FORT WORTH,TX,32.8978,-97.0189,67.5952380952,5.89840684823,19.3817785877,7.71961794142,0.116991758242,-1.65081743988,-0.111455978734,4.30326610313,2.48148257569
53853,DESTIN,FL,30.4,-86.47167,69.9105312209,4.58590439763,13.6310959699,6.37845794869,0.273592730662,-0.705483693958,-1.24980464485,3.02013803605,2.18369508251
53850,CLEMSON,SC,34.67194,-82.88639,64.0385321101,4.98900874967,16.9772407587,6.44449664341,0.218876146789,-0.826703242974,-0.516931647549,2.72969750257,1.57019112373
53905,SHREVEPORT,LA,32.54278,-93.745,66.0604949588,5.75387855796,17.9045438364,7.12809213385,0.179752520623,-1.21869133947,-0.226960455106,3.06124491168,1.98681473222
03928,WICHITA,KS,37.6475,-97.43,58.6119266055,6.60344995819,23.7899366507,8.59805265387,0.139293577982,-1.16876658062,0.0745479566157,4.55897897308,2.47039460606
53858,PASCAGOULA,MS,30.46361,-88.53194,66.9772296015,7.56249228924,12.3013799223,6.94571176982,0.255868121442,-1.33156861859,-0.758953740973,2.86885642708,1.78518592875
53859,DAYTON,OH,39.59361,-84.22639,53.7509191176,7.34009474822,21.5628750424,8.34322068671,0.175009191176,-1.20516088944,-1.32024398691,3.18223574382,2.36090603074
54778,PENN YAN,NY,42.6425,-77.05639,49.6254612546,8.6051265543,21.3069678126,8.88772798419,0.127956642066,-1.18738390088,-1.64099352704,3.56232523883,1.94509444704
25309,JUNEAU,AK,58.3566,-134.564,41.955922865,4.74816769599,14.1198759083,4.44032750265,0.334393939394,-0.223590946996,-0.702363012966,4.66818375795,1.57437995815
25308,ANNETTE,AK,55.0389,-131.5787,46.4674115456,5.16798326158,11.268964847,4.39752827899,0.62437150838,-0.491113952373,-0.996682638257,4.10176017663,1.61303780384
14787,NEWPORT,RI,41.53333,-71.28333,51.8344007319,8.63482031344,18.2941183942,6.95363322351,0.130978956999,-1.124377128,-1.14441861566,3.30556816151,2.25406353604
54773,FULTON,NY,43.34972,-76.38472,48.6218951242,8.61427858779,21.4174289782,8.6069071408,0.156471941122,-1.50851260231,-1.50684956868,3.7684002115,1.73866297451
54770,JAFFREY,NH,42.805,-72.00361,47.0706319703,8.51426621161,22.0339138703,8.30259803475,0.178787174721,-0.854807359434,-0.530612628614,2.52706436349,1.70466837082
54771,MORRISVILLE,VT,44.53444,-72.61444,44.6552680222,10.011887843,23.4368414087,8.90400197383,0.13778650647,-0.978589538847,-0.347724428424,2.3516339833,1.48687271552
54777,TAUNTON,MA,41.87556,-71.02111,51.3827618165,7.15739803682,19.6296665985,8.42258548817,0.176316033364,-1.14995218863,-0.497086550495,2.7383949866,1.96769368452
93138,PALM SPRINGS,CA,33.82806,-116.50528,76.0,5.1217089023,17.1678005423,4.44521417065,0.00930082796688,-0.804895056619,1.5448850403,2.33956161009,2.60068065557
22534,KAUNAKAKAI,HI,21.1545,-157.0961,74.7813084112,2.60045777926,2.03192629338,4.97009297043,0.0754345794393,-0.107608372624,1.23705434775,3.82455607184,2.65194787943
22536,LIHUE,HI,21.98389,-159.34056,75.8912639405,2.81782735839,2.88378724465,2.02132492734,0.150697026022,-0.463384999226,0.866806184085,4.23598482768,2.92835349302
24155,PENDLETON,OR,45.6983,-118.8547,52.6341911765,5.69537358265,18.9779633874,6.03910472494,0.0515625,-0.978860246294,0.797451784854,4.33222211859,1.92117987336
13884,CRESTVIEW,FL,30.77972,-86.5225,67.4963436929,4.51894260554,14.7950904229,6.7556148384,0.222408592322,-0.876264403011,-0.668918325085,2.37347947517,1.85832434807
24157,SPOKANE,WA,47.6216,-117.528,49.3345656192,6.62299418515,20.8485254608,5.49707520062,0.0792560073937,-1.29717035638,0.0615629014866,4.41883816201,1.82703740865
24156,POCATELLO,ID,42.9202,-112.5711,48.0165745856,5.95750767804,22.1212164838,6.76025341597,0.0524171270718,-1.81162472235,-0.0207548638085,5.18780033613,1.82640915737
13881,CHARLOTTE,NC,35.2236,-80.9552,61.265437788,4.72647560582,17.8747937159,7.14263974869,0.181631336406,-0.816519932967,-0.413861796712,2.56163403952,2.29134418223
13769,OCEANA,VA,36.81667,-76.03333,60.6847014925,6.63153577653,17.7130625849,8.33279208619,0.210419776119,-1.11655592736,-0.588307458754,3.86943432085,2.37216015297
13883,COLUMBIA,SC,33.9419,-81.1181,65.53197405,4.84803608394,17.207688572,7.11059997985,0.18578313253,-1.02773941764,-0.062627456237,2.88876102013,1.8570259475
13882,CHATTANOOGA,TN,35.0311,-85.2014,62.0889908257,5.16974612827,18.4978399843,6.34373748081,0.227518348624,-1.0566831819,-0.672529719063,2.83489783535,1.60159809495
